np,nn,delta,I,betaMinusQ,betaMinusQUncertainty,halflife_log_sec,halflife_log_sec_uncertainty,J_i,parity_i,flag_i,J_f,parity_f,flag_f,delta_J,delta_parity
77,118,0,0.21025641025641026,3.041392685158225,0.0004974645883619066,3.916137983107175,0.024654271898437875,1.5,1,0,6.5,1,0,5.0,1
60,100,-1,0.25,3.7902851640332416,0.0032800847417652408,-0.35753547975787864,0.03660340735858842,0.0,1,0,0.0,0,2,-1.0,0
62,104,-1,0.25301204819277107,3.798650645445269,0.028446633790801232,-0.3990271043132517,0.06421898353957858,0.0,1,0,0.0,0,2,-1.0,0
87,145,1,0.25,3.745855195173729,0.0013021037428697134,0.7403626894942439,0.0473775798439911,5.0,0,1,0.0,1,0,-1.0,0
40,71,0,0.27927927927927926,4.093421685162235,0.023500935270732416,-1.6197887582883939,0.09047801706317746,0.0,0,2,0.0,0,2,-1.0,0
3,8,0,0.45454545454545453,4.311753861055754,1.396097871093868e-05,-2.057991946977687,0.004963365507465735,1.5,-1,0,0.5,1,0,1.0,-1
64,97,0,0.20496894409937888,3.290034611362518,0.0003207097712516321,2.3416323357780544,0.00593298472545426,2.5,-1,0,1.5,1,0,1.0,-1
55,88,0,0.23076923076923078,3.7965743332104296,0.0006750296020636805,0.25406445291433793,0.0019355742926050218,1.5,1,0,2.5,-1,0,1.0,-1
5,7,1,0.16666666666666666,4.123851640967086,4.310291098588664e-05,-1.6942188487450178,0.0008591384409559878,1.0,1,0,0.0,0,2,-1.0,0
25,35,1,0.16666666666666666,3.926342446625655,0.00021200157173476274,-0.5528419686577808,0.03102103442166084,1.0,1,0,0.0,1,0,1.0,1
81,131,1,0.2358490566037736,3.7774268223893115,0.01450065048090991,1.4899584794248346,0.11243870081637587,5.0,1,1,0.0,1,0,5.0,1
55,85,1,0.21428571428571427,3.79309160017658,0.0006895561339075785,1.806179973983887,0.002714340511895324,1.0,-1,0,0.0,1,0,1.0,-1
